,id,seeker_post,response_post,ER_label,IP_label,EX_label,conv_type
489,489,i spent 10 days in a hospital on a floor with only covid patients and i never caught it. it's a myth as far as im concerned.,"so many questions...you had no covid but you were on a covid only floor? the hospital made you take anti-transmission precautions, no? you actually witnessed covid patients and you don't believe it exists? what do you think those patients had?",0,0,2,within
490,490,"he'll be serving a term alright, but it won't be in the white house!",the right can’t meme,0,0,0,between
491,491,i watched the whole thing- not once did either one of them say what they are going to do for the country,"it’s called an acceptance speech, genius. what do you think people do when they give acceptance speeches? do you want foreign policy decisions?",0,0,2,between
492,492,i spent 10 days in a hospital on a floor with only covid patients and i never caught it. it's a myth as far as im concerned.,well i work in a hospital some people make and some didn't.  you're just seeking attention.,0,0,0,within
493,493,i watched the whole thing- not once did either one of them say what they are going to do for the country,"lol you know this is a trumptard, trump haven't had a plan from the beginning. want to do away with healthcare insurance without a replacement during a pandemic lol",0,0,0,between
494,494,can the scientists just make up their minds.  protect the elderly and very vulnerable and open up completely and let come what may.  you can not destroy a society on something with so many unknowns and such a low mortality rate.  if this were a rapid spreading 50% death then okay,why don’t you go study for 20 years and help to figure it out?,0,0,2,between
495,495,"he'll be serving a term alright, but it won't be in the white house!",are u referring to trump?,0,0,2,between
496,496,i watched the whole thing- not once did either one of them say what they are going to do for the country,omg they're going to take your whiteness even lower.,0,0,0,between
497,497,"i was being detained for ""mental health issues"" and that is where they decided to put me! cherry hill nj",satire?,0,0,2,within
498,498,"he'll be serving a term alright, but it won't be in the white house!",pride in cultism. pride in ignorance.,0,0,0,between
499,499,i watched the whole thing- not once did either one of them say what they are going to do for the country,you been missing a lot but understandable.,0,0,0,between
500,500,this is hilarious,how? don’t you know how probabilities work? 30% chance he won’t win is still like dice roll a 1 or 2.,0,0,2,between
501,501,yet cdc said earlier last week antibodies were only good for 3 months...,antibodies are not the entire immune system.,0,0,0,between
502,502,no path to 270 ii... congratulations.,and..... just par for the course dummies!,0,0,0,within
503,503,might i suggest you also report on their polling from november 2016 where they had hillary winning just before the election by larger percents than this.,"incorrect: was about the same, and 538 had the highest percentage chance for a trump victory of any major model",0,0,0,between
504,504,"trump's tells are obvious. you know he's lying when he uses: ""people have said,"" ""many have told me,"" ""people are saying,"" and ""sir."" narcissistic sociopaths lie to live out the scenario they have created. fred trump created a monster. just ask mary trump.",loved mary trump’s book and i think she did the right thing for greater america in telling her story.,0,0,0,within
505,505,"we do not need a vaccine, it is simple as that. in regards to calls for flu shots - note the pentagon study that shows that the probability to get flu-like ""covid-19"" increases by 36% if you had a flu shot the previous years. thank you for listening.","what is your proposed method of action here?  and who would be collecting such data?  no one is even collecting much data on symptoms severity except in hospitalized patients, much less flu shot history.",0,0,2,between
506,506,might i suggest you also report on their polling from november 2016 where they had hillary winning just before the election by larger percents than this.,sorry pepe this is way way way past margin of error.,2,0,0,between
507,507,"new york times please, will be more easy and people following you if you speak spanish, because canadians have their own problems lol..",what do canadians have to do with them posting in french?,0,0,2,within
508,508,"new york times please, will be more easy and people following you if you speak spanish, because canadians have their own problems lol..",what do canadians have to do with them posting in french?,0,0,2,within
509,509,"please let’s not do this. this needs to be a landslide irrefutable victory. and people need to remember we likely aren’t going to have a clear answer on election night. just fucking vote, folks.",a landslide for either party is highly unlikely...and we wont know in the first week.,0,0,0,between
510,510,what could be the reason behind all these? i don’t understand what kind of message these class of people want to send.,"it is easy to understand, and it is easy to know that they are inciting them to make the story of transmission and harm and slander on innocent people, and if they do, we must also know there is government with government.  not",0,0,0,within
511,511,what could be the reason behind all these? i don’t understand what kind of message these class of people want to send.,that there is that to the self-law that about breaking the sex law fight things.,0,0,0,within
512,512,"an interview with a republican strategist, who is a member of the lincoln project, on npr confirmed he thinks the same as you. he is predicting a george wallace level of campaigning by djt. the worst is yet to come.",npr and the lincoln project. haaaaarrrrrrrr,0,0,0,between
513,513,"see, here in the usa, when we find out someone is a perpetrator of sexual violence, we nominate them for president.","hi, in france we have a new minister, kind of chief of the police, who has been nominated even if he's currently sued for sexual violence.",0,0,0,within
514,514,"an interview with a republican strategist, who is a member of the lincoln project, on npr confirmed he thinks the same as you. he is predicting a george wallace level of campaigning by djt. the worst is yet to come.",those lincoln project war mongers know why they have to back.,0,0,0,between
515,515,"71%, you say? that number sounds familiar. where have i seen that before? 🤔",and? 30% chance is still pretty high and not unlikely. americans don’t understand that probability 70-30 is different from 70-30 polls.,0,0,0,within
516,516,i think that many eu countries would gladly swith places with them.,"33%
usa
it pays to act pretty quickly and as a unified front.",0,2,0,within
517,517,"unfortunately, he then had to pay $350,000 to get rid of his other phone number that ended in five 4s.","🤣. very funny. chinese avoid 4 like the plague. thais don't really have an unlucky number--the closest thing to it is 0. the luckiest number for thais is 9 (numerous reasons related to the sound of the word, meaning, and its use).",0,0,0,within
